left_observation_id,right_observation_id,component,value,availability,normalization_method,source_fields,warnings
obs_8de73c59341ac382087fba03,obs_1aa1fc186c905e7ffa16d2d4,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_1aa1fc186c905e7ffa16d2d4,d_causal,0.15505889914973223,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_1aa1fc186c905e7ffa16d2d4,d_inv,0.2855510807270176,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_1aa1fc186c905e7ffa16d2d4,d_spec,0.4546499447650216,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_1aa1fc186c905e7ffa16d2d4,d_struct,0.6666666666666666,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_1aa1fc186c905e7ffa16d2d4,d_time,0.30139836734693876,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_e9c8066d01dd67e1f9d375ef,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_e9c8066d01dd67e1f9d375ef,d_causal,0.15505889914973223,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_e9c8066d01dd67e1f9d375ef,d_inv,0.32044574340084736,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_e9c8066d01dd67e1f9d375ef,d_spec,0.5336023730461475,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_e9c8066d01dd67e1f9d375ef,d_struct,0.6666666666666666,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_e9c8066d01dd67e1f9d375ef,d_time,0.3544973469387755,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_aabd161899dc613ecf88b1d9,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_aabd161899dc613ecf88b1d9,d_causal,0.1690813169559468,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_aabd161899dc613ecf88b1d9,d_inv,0.16666666666666666,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_aabd161899dc613ecf88b1d9,d_spec,0.3333333333333333,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_aabd161899dc613ecf88b1d9,d_struct,0.5,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_aabd161899dc613ecf88b1d9,d_time,0.2857142857142857,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_322c862d474a379bd8df7674,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_322c862d474a379bd8df7674,d_causal,0.1690813169559468,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_322c862d474a379bd8df7674,d_inv,0.3001938956076044,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_322c862d474a379bd8df7674,d_spec,0.5725390544806624,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_322c862d474a379bd8df7674,d_struct,0.45454545454545453,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_322c862d474a379bd8df7674,d_time,0.34826151360544216,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_4ef6a9c1a3b2d0659064e20b,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_4ef6a9c1a3b2d0659064e20b,d_causal,0.15554146859187215,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_4ef6a9c1a3b2d0659064e20b,d_inv,0.13817212499205658,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_4ef6a9c1a3b2d0659064e20b,d_spec,0.4452534196377806,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_4ef6a9c1a3b2d0659064e20b,d_struct,0.6666666666666666,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_4ef6a9c1a3b2d0659064e20b,d_time,0.29459561224489794,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_7d8b6ee929f2a0a0cf7af8f5,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_7d8b6ee929f2a0a0cf7af8f5,d_causal,0.15554146859187215,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_7d8b6ee929f2a0a0cf7af8f5,d_inv,0.2918375027691024,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_7d8b6ee929f2a0a0cf7af8f5,d_spec,0.6057676564243659,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_7d8b6ee929f2a0a0cf7af8f5,d_struct,0.6666666666666666,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_7d8b6ee929f2a0a0cf7af8f5,d_time,0.34826151360544216,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_b41d2dded4b9ccd5ecd128d5,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_b41d2dded4b9ccd5ecd128d5,d_causal,0.02545647245432595,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_b41d2dded4b9ccd5ecd128d5,d_inv,0.1397565904716432,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_b41d2dded4b9ccd5ecd128d5,d_spec,0.2291848758615446,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_b41d2dded4b9ccd5ecd128d5,d_struct,0.7121212121212122,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_b41d2dded4b9ccd5ecd128d5,d_time,0.4002994662480377,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_a3582497f15ead2a2fc1280f,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_a3582497f15ead2a2fc1280f,d_causal,0.02545647245432595,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_a3582497f15ead2a2fc1280f,d_inv,0.26425211151130396,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_a3582497f15ead2a2fc1280f,d_spec,0.33229499167101945,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_a3582497f15ead2a2fc1280f,d_struct,0.7121212121212122,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_a3582497f15ead2a2fc1280f,d_time,0.4772079696493982,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_f855844ba74f991c9ab0ba6d,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_f855844ba74f991c9ab0ba6d,d_causal,0.0,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_f855844ba74f991c9ab0ba6d,d_inv,0.0,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_f855844ba74f991c9ab0ba6d,d_spec,0.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_f855844ba74f991c9ab0ba6d,d_struct,0.5,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_f855844ba74f991c9ab0ba6d,d_time,0.38461538461538464,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_20877377330b5094380e86df,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_20877377330b5094380e86df,d_causal,0.0,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_20877377330b5094380e86df,d_inv,0.2668084637230561,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_20877377330b5094380e86df,d_spec,0.39431611175798237,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_20877377330b5094380e86df,d_struct,0.5,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_20877377330b5094380e86df,d_time,0.4709721363160649,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_8d92e32fec459dd0746ec799,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_8d92e32fec459dd0746ec799,d_causal,0.025609423986444328,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_8d92e32fec459dd0746ec799,d_inv,0.07469312770889784,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_8d92e32fec459dd0746ec799,d_spec,0.3878374388961769,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_8d92e32fec459dd0746ec799,d_struct,0.7121212121212122,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_8d92e32fec459dd0746ec799,d_time,0.3934967111459969,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_11180e544727ce850ebf3a6a,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_11180e544727ce850ebf3a6a,d_causal,0.025609423986444328,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_11180e544727ce850ebf3a6a,d_inv,0.27608236788009,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_11180e544727ce850ebf3a6a,d_spec,0.4448377882970425,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_11180e544727ce850ebf3a6a,d_struct,0.7121212121212122,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_11180e544727ce850ebf3a6a,d_time,0.4709721363160649,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_979ad629051487c82499339e,d_addr,0.6041666666666666,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_979ad629051487c82499339e,d_causal,0.21295647245432595,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_979ad629051487c82499339e,d_inv,0.1397565904716432,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_979ad629051487c82499339e,d_spec,0.2291848758615446,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_979ad629051487c82499339e,d_struct,0.9545454545454546,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_979ad629051487c82499339e,d_time,0.3823507482993197,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_2c0e6630085a94e0f0b4dd07,d_addr,0.6041666666666666,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_2c0e6630085a94e0f0b4dd07,d_causal,0.21295647245432595,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_2c0e6630085a94e0f0b4dd07,d_inv,0.26425211151130396,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_2c0e6630085a94e0f0b4dd07,d_spec,0.33229499167101945,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
